2025-05-01 01:11:53,899 - MainProcess - INFO - Starting Transformer model training and evaluation...
2025-05-01 01:14:32,748 - MainProcess - INFO - Starting epoch 3 for GOOG (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:14:34,276 - MainProcess - INFO - Finished epoch 3 for GOOG (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.002539
2025-05-01 01:14:34,276 - MainProcess - INFO - Starting epoch 4 for GOOG (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:14:35,256 - MainProcess - INFO - Finished epoch 1 for AMZN (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.437413
2025-05-01 01:14:35,257 - MainProcess - INFO - Starting epoch 2 for AMZN (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:14:35,596 - MainProcess - INFO - Finished epoch 4 for GOOG (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.001592
2025-05-01 01:14:35,596 - MainProcess - INFO - Starting epoch 5 for GOOG (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:14:36,587 - MainProcess - INFO - Finished epoch 2 for AMZN (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.045803
2025-05-01 01:14:36,587 - MainProcess - INFO - Starting epoch 3 for AMZN (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:14:36,813 - MainProcess - INFO - Finished epoch 5 for GOOG (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.001269
2025-05-01 01:14:37,679 - MainProcess - INFO - Finished epoch 3 for AMZN (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.014351
2025-05-01 01:14:37,679 - MainProcess - INFO - Starting epoch 4 for AMZN (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:14:38,703 - MainProcess - INFO - Finished epoch 4 for AMZN (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.004101
2025-05-01 01:14:38,704 - MainProcess - INFO - Starting epoch 5 for AMZN (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:14:39,686 - MainProcess - INFO - Finished epoch 5 for AMZN (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.001953
2025-05-01 01:14:44,891 - MainProcess - INFO - Starting epoch 1 for GOOG (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:14:47,528 - MainProcess - INFO - Finished epoch 1 for GOOG (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.033953
2025-05-01 01:14:47,528 - MainProcess - INFO - Starting epoch 2 for GOOG (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:14:48,434 - MainProcess - INFO - Starting epoch 1 for AMZN (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:14:48,670 - MainProcess - INFO - Finished epoch 2 for GOOG (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.015326
2025-05-01 01:14:48,671 - MainProcess - INFO - Starting epoch 3 for GOOG (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:14:50,217 - MainProcess - INFO - Finished epoch 3 for GOOG (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.018575
2025-05-01 01:14:50,217 - MainProcess - INFO - Starting epoch 4 for GOOG (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:14:51,422 - MainProcess - INFO - Finished epoch 1 for AMZN (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.100144
2025-05-01 01:14:51,422 - MainProcess - INFO - Starting epoch 2 for AMZN (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:14:51,590 - MainProcess - INFO - Finished epoch 4 for GOOG (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.003395
2025-05-01 01:14:51,591 - MainProcess - INFO - Starting epoch 5 for GOOG (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:14:52,843 - MainProcess - INFO - Finished epoch 2 for AMZN (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.006076
2025-05-01 01:14:52,844 - MainProcess - INFO - Starting epoch 3 for AMZN (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:14:52,887 - MainProcess - INFO - Finished epoch 5 for GOOG (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.002788
2025-05-01 01:14:53,883 - MainProcess - INFO - Finished epoch 3 for AMZN (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.005125
2025-05-01 01:14:53,883 - MainProcess - INFO - Starting epoch 4 for AMZN (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:14:54,895 - MainProcess - INFO - Finished epoch 4 for AMZN (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.004035
2025-05-01 01:14:54,895 - MainProcess - INFO - Starting epoch 5 for AMZN (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:14:56,546 - MainProcess - INFO - Starting epoch 1 for META (Hyperparameter Set 1, initial training)
2025-05-01 01:14:58,709 - MainProcess - INFO - Finished epoch 5 for AMZN (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.005842
2025-05-01 01:14:58,780 - MainProcess - INFO - Finished epoch 1 for META (Hyperparameter Set 1, initial training) - Loss: 0.095769
2025-05-01 01:14:58,781 - MainProcess - INFO - Starting epoch 2 for META (Hyperparameter Set 1, initial training)
2025-05-01 01:14:59,189 - MainProcess - INFO - Finished epoch 2 for META (Hyperparameter Set 1, initial training) - Loss: 0.065181
2025-05-01 01:14:59,189 - MainProcess - INFO - Starting epoch 3 for META (Hyperparameter Set 1, initial training)
2025-05-01 01:14:59,587 - MainProcess - INFO - Finished epoch 3 for META (Hyperparameter Set 1, initial training) - Loss: 0.029891
2025-05-01 01:14:59,588 - MainProcess - INFO - Starting epoch 4 for META (Hyperparameter Set 1, initial training)
2025-05-01 01:14:59,987 - MainProcess - INFO - Finished epoch 4 for META (Hyperparameter Set 1, initial training) - Loss: 0.022111
2025-05-01 01:14:59,988 - MainProcess - INFO - Starting epoch 5 for META (Hyperparameter Set 1, initial training)
2025-05-01 01:15:00,379 - MainProcess - INFO - Finished epoch 5 for META (Hyperparameter Set 1, initial training) - Loss: 0.014534
2025-05-01 01:15:02,574 - MainProcess - INFO - Starting epoch 1 for BRK-B (Hyperparameter Set 1, initial training)
2025-05-01 01:15:05,095 - MainProcess - INFO - Finished epoch 1 for BRK-B (Hyperparameter Set 1, initial training) - Loss: 0.054143
2025-05-01 01:15:05,095 - MainProcess - INFO - Starting epoch 2 for BRK-B (Hyperparameter Set 1, initial training)
2025-05-01 01:15:05,981 - MainProcess - INFO - Finished epoch 2 for BRK-B (Hyperparameter Set 1, initial training) - Loss: 0.012989
2025-05-01 01:15:05,981 - MainProcess - INFO - Starting epoch 3 for BRK-B (Hyperparameter Set 1, initial training)
2025-05-01 01:15:06,855 - MainProcess - INFO - Finished epoch 3 for BRK-B (Hyperparameter Set 1, initial training) - Loss: 0.008475
2025-05-01 01:15:06,856 - MainProcess - INFO - Starting epoch 4 for BRK-B (Hyperparameter Set 1, initial training)
2025-05-01 01:15:07,737 - MainProcess - INFO - Finished epoch 4 for BRK-B (Hyperparameter Set 1, initial training) - Loss: 0.004061
2025-05-01 01:15:07,738 - MainProcess - INFO - Starting epoch 5 for BRK-B (Hyperparameter Set 1, initial training)
2025-05-01 01:15:08,632 - MainProcess - INFO - Finished epoch 5 for BRK-B (Hyperparameter Set 1, initial training) - Loss: 0.001933
2025-05-01 01:15:09,087 - MainProcess - INFO - Starting epoch 1 for META (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:15:11,608 - MainProcess - INFO - Finished epoch 1 for META (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.135123
2025-05-01 01:15:11,609 - MainProcess - INFO - Starting epoch 2 for META (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:15:12,045 - MainProcess - INFO - Finished epoch 2 for META (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.048811
2025-05-01 01:15:12,045 - MainProcess - INFO - Starting epoch 3 for META (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:15:12,489 - MainProcess - INFO - Finished epoch 3 for META (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.011057
2025-05-01 01:15:12,489 - MainProcess - INFO - Starting epoch 4 for META (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:15:12,928 - MainProcess - INFO - Finished epoch 4 for META (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.008480
2025-05-01 01:15:12,928 - MainProcess - INFO - Starting epoch 5 for META (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:15:13,361 - MainProcess - INFO - Finished epoch 5 for META (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.006336
2025-05-01 01:15:17,162 - MainProcess - INFO - Starting epoch 1 for BRK-B (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:15:19,838 - MainProcess - INFO - Finished epoch 1 for BRK-B (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.113325
2025-05-01 01:15:19,838 - MainProcess - INFO - Starting epoch 2 for BRK-B (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:15:20,802 - MainProcess - INFO - Finished epoch 2 for BRK-B (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.018174
2025-05-01 01:15:20,802 - MainProcess - INFO - Starting epoch 3 for BRK-B (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:15:21,414 - MainProcess - INFO - Starting epoch 1 for META (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:15:21,876 - MainProcess - INFO - Finished epoch 3 for BRK-B (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.006735
2025-05-01 01:15:21,877 - MainProcess - INFO - Starting epoch 4 for BRK-B (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:15:23,631 - MainProcess - INFO - Finished epoch 4 for BRK-B (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.004400
2025-05-01 01:15:23,632 - MainProcess - INFO - Starting epoch 5 for BRK-B (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:15:23,736 - MainProcess - INFO - Finished epoch 1 for META (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.189690
2025-05-01 01:15:23,737 - MainProcess - INFO - Starting epoch 2 for META (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:15:24,363 - MainProcess - INFO - Finished epoch 2 for META (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.022803
2025-05-01 01:15:24,363 - MainProcess - INFO - Starting epoch 3 for META (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:15:25,009 - MainProcess - INFO - Finished epoch 5 for BRK-B (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.003123
2025-05-01 01:15:25,012 - MainProcess - INFO - Finished epoch 3 for META (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.010724
2025-05-01 01:15:25,013 - MainProcess - INFO - Starting epoch 4 for META (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:15:25,499 - MainProcess - INFO - Finished epoch 4 for META (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.006827
2025-05-01 01:15:25,499 - MainProcess - INFO - Starting epoch 5 for META (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:15:25,962 - MainProcess - INFO - Finished epoch 5 for META (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.004310
2025-05-01 01:15:32,542 - MainProcess - INFO - Starting epoch 1 for BRK-B (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:15:34,001 - MainProcess - INFO - Starting epoch 1 for META (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:15:35,777 - MainProcess - INFO - Finished epoch 1 for BRK-B (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.229939
2025-05-01 01:15:35,778 - MainProcess - INFO - Starting epoch 2 for BRK-B (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:15:36,431 - MainProcess - INFO - Finished epoch 1 for META (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.275887
2025-05-01 01:15:36,432 - MainProcess - INFO - Starting epoch 2 for META (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:15:37,100 - MainProcess - INFO - Finished epoch 2 for META (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.012337
2025-05-01 01:15:37,100 - MainProcess - INFO - Starting epoch 3 for META (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:15:37,238 - MainProcess - INFO - Finished epoch 2 for BRK-B (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.009874
2025-05-01 01:15:37,239 - MainProcess - INFO - Starting epoch 3 for BRK-B (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:15:37,771 - MainProcess - INFO - Finished epoch 3 for META (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.008779
2025-05-01 01:15:37,771 - MainProcess - INFO - Starting epoch 4 for META (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:15:38,443 - MainProcess - INFO - Finished epoch 4 for META (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.005828
2025-05-01 01:15:38,443 - MainProcess - INFO - Starting epoch 5 for META (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:15:38,565 - MainProcess - INFO - Finished epoch 3 for BRK-B (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.004594
2025-05-01 01:15:38,566 - MainProcess - INFO - Starting epoch 4 for BRK-B (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:15:39,096 - MainProcess - INFO - Finished epoch 5 for META (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.004065
2025-05-01 01:15:39,695 - MainProcess - INFO - Finished epoch 4 for BRK-B (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.003836
2025-05-01 01:15:39,695 - MainProcess - INFO - Starting epoch 5 for BRK-B (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:15:40,676 - MainProcess - INFO - Finished epoch 5 for BRK-B (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.003148
2025-05-01 01:15:46,315 - MainProcess - INFO - Starting epoch 1 for META (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:15:49,413 - MainProcess - INFO - Finished epoch 1 for META (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.048612
2025-05-01 01:15:49,413 - MainProcess - INFO - Starting epoch 2 for META (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:15:49,629 - MainProcess - INFO - Starting epoch 1 for BRK-B (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:15:50,164 - MainProcess - INFO - Finished epoch 2 for META (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.007376
2025-05-01 01:15:50,165 - MainProcess - INFO - Starting epoch 3 for META (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:15:51,438 - MainProcess - INFO - Finished epoch 3 for META (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.003816
2025-05-01 01:15:51,438 - MainProcess - INFO - Starting epoch 4 for META (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:15:52,167 - MainProcess - INFO - Finished epoch 4 for META (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.002750
2025-05-01 01:15:52,167 - MainProcess - INFO - Starting epoch 5 for META (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:15:52,742 - MainProcess - INFO - Finished epoch 1 for BRK-B (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.109143
2025-05-01 01:15:52,742 - MainProcess - INFO - Starting epoch 2 for BRK-B (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:15:53,033 - MainProcess - INFO - Finished epoch 5 for META (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.002318
2025-05-01 01:15:53,842 - MainProcess - INFO - Finished epoch 2 for BRK-B (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.033193
2025-05-01 01:15:53,842 - MainProcess - INFO - Starting epoch 3 for BRK-B (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:15:54,832 - MainProcess - INFO - Finished epoch 3 for BRK-B (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.033740
2025-05-01 01:15:54,833 - MainProcess - INFO - Starting epoch 4 for BRK-B (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:15:55,831 - MainProcess - INFO - Finished epoch 4 for BRK-B (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.024609
2025-05-01 01:15:55,831 - MainProcess - INFO - Starting epoch 5 for BRK-B (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:15:56,807 - MainProcess - INFO - Finished epoch 5 for BRK-B (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.018938
2025-05-01 01:16:00,392 - MainProcess - INFO - Starting epoch 1 for META (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:16:02,587 - MainProcess - INFO - Finished epoch 1 for META (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.251003
2025-05-01 01:16:02,587 - MainProcess - INFO - Starting epoch 2 for META (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:16:03,135 - MainProcess - INFO - Finished epoch 2 for META (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.047989
2025-05-01 01:16:03,136 - MainProcess - INFO - Starting epoch 3 for META (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:16:03,685 - MainProcess - INFO - Finished epoch 3 for META (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.008066
2025-05-01 01:16:03,686 - MainProcess - INFO - Starting epoch 4 for META (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:16:04,230 - MainProcess - INFO - Finished epoch 4 for META (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.004092
2025-05-01 01:16:04,230 - MainProcess - INFO - Starting epoch 5 for META (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:16:04,735 - MainProcess - INFO - Starting epoch 1 for BRK-B (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:16:04,960 - MainProcess - INFO - Finished epoch 5 for META (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.002779
2025-05-01 01:16:07,390 - MainProcess - INFO - Finished epoch 1 for BRK-B (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.267261
2025-05-01 01:16:07,390 - MainProcess - INFO - Starting epoch 2 for BRK-B (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:16:09,444 - MainProcess - INFO - Starting epoch 1 for GOOGL (Hyperparameter Set 1, initial training)
2025-05-01 01:16:11,394 - MainProcess - INFO - Finished epoch 2 for BRK-B (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.108232
2025-05-01 01:16:11,394 - MainProcess - INFO - Starting epoch 3 for BRK-B (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:16:12,115 - MainProcess - INFO - Finished epoch 1 for GOOGL (Hyperparameter Set 1, initial training) - Loss: 0.303134
2025-05-01 01:16:12,116 - MainProcess - INFO - Starting epoch 2 for GOOGL (Hyperparameter Set 1, initial training)
2025-05-01 01:16:12,940 - MainProcess - INFO - Finished epoch 3 for BRK-B (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.076375
2025-05-01 01:16:12,941 - MainProcess - INFO - Starting epoch 4 for BRK-B (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:16:13,140 - MainProcess - INFO - Finished epoch 2 for GOOGL (Hyperparameter Set 1, initial training) - Loss: 0.047792
2025-05-01 01:16:13,140 - MainProcess - INFO - Starting epoch 3 for GOOGL (Hyperparameter Set 1, initial training)
2025-05-01 01:16:14,145 - MainProcess - INFO - Finished epoch 3 for GOOGL (Hyperparameter Set 1, initial training) - Loss: 0.030201
2025-05-01 01:16:14,146 - MainProcess - INFO - Starting epoch 4 for GOOGL (Hyperparameter Set 1, initial training)
2025-05-01 01:16:14,392 - MainProcess - INFO - Finished epoch 4 for BRK-B (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.055824
2025-05-01 01:16:14,392 - MainProcess - INFO - Starting epoch 5 for BRK-B (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:16:15,163 - MainProcess - INFO - Finished epoch 4 for GOOGL (Hyperparameter Set 1, initial training) - Loss: 0.012899
2025-05-01 01:16:15,164 - MainProcess - INFO - Starting epoch 5 for GOOGL (Hyperparameter Set 1, initial training)
2025-05-01 01:16:15,859 - MainProcess - INFO - Finished epoch 5 for BRK-B (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.035899
2025-05-01 01:16:16,111 - MainProcess - INFO - Finished epoch 5 for GOOGL (Hyperparameter Set 1, initial training) - Loss: 0.003760
2025-05-01 01:16:23,012 - MainProcess - INFO - Starting epoch 1 for BRK-B (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:16:23,445 - MainProcess - INFO - Starting epoch 1 for GOOGL (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:16:26,505 - MainProcess - INFO - Finished epoch 1 for GOOGL (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.018423
2025-05-01 01:16:26,506 - MainProcess - INFO - Starting epoch 2 for GOOGL (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:16:27,111 - MainProcess - INFO - Finished epoch 1 for BRK-B (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.028325
2025-05-01 01:16:27,111 - MainProcess - INFO - Starting epoch 2 for BRK-B (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:16:27,707 - MainProcess - INFO - Finished epoch 2 for GOOGL (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.017320
2025-05-01 01:16:27,707 - MainProcess - INFO - Starting epoch 3 for GOOGL (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:16:28,654 - MainProcess - INFO - Finished epoch 2 for BRK-B (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.008912
2025-05-01 01:16:28,654 - MainProcess - INFO - Starting epoch 3 for BRK-B (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:16:28,723 - MainProcess - INFO - Finished epoch 3 for GOOGL (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.002015
2025-05-01 01:16:28,724 - MainProcess - INFO - Starting epoch 4 for GOOGL (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:16:29,795 - MainProcess - INFO - Finished epoch 4 for GOOGL (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.001361
2025-05-01 01:16:29,795 - MainProcess - INFO - Starting epoch 5 for GOOGL (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:16:30,202 - MainProcess - INFO - Finished epoch 3 for BRK-B (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.004304
2025-05-01 01:16:30,202 - MainProcess - INFO - Starting epoch 4 for BRK-B (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:16:30,883 - MainProcess - INFO - Finished epoch 5 for GOOGL (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.000799
2025-05-01 01:16:31,540 - MainProcess - INFO - Finished epoch 4 for BRK-B (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.003295
2025-05-01 01:16:31,541 - MainProcess - INFO - Starting epoch 5 for BRK-B (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:16:32,677 - MainProcess - INFO - Finished epoch 5 for BRK-B (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.002639
2025-05-01 01:16:37,843 - MainProcess - INFO - Starting epoch 1 for AVGO (Hyperparameter Set 1, initial training)
2025-05-01 01:16:40,207 - MainProcess - INFO - Finished epoch 1 for AVGO (Hyperparameter Set 1, initial training) - Loss: 1.298764
2025-05-01 01:16:40,208 - MainProcess - INFO - Starting epoch 2 for AVGO (Hyperparameter Set 1, initial training)
2025-05-01 01:16:40,759 - MainProcess - INFO - Finished epoch 2 for AVGO (Hyperparameter Set 1, initial training) - Loss: 0.074544
2025-05-01 01:16:40,760 - MainProcess - INFO - Starting epoch 3 for AVGO (Hyperparameter Set 1, initial training)
2025-05-01 01:16:41,091 - MainProcess - INFO - Starting epoch 1 for GOOGL (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:16:41,469 - MainProcess - INFO - Finished epoch 3 for AVGO (Hyperparameter Set 1, initial training) - Loss: 0.002436
2025-05-01 01:16:41,469 - MainProcess - INFO - Starting epoch 4 for AVGO (Hyperparameter Set 1, initial training)
2025-05-01 01:16:42,141 - MainProcess - INFO - Finished epoch 4 for AVGO (Hyperparameter Set 1, initial training) - Loss: 0.002291
2025-05-01 01:16:42,141 - MainProcess - INFO - Starting epoch 5 for AVGO (Hyperparameter Set 1, initial training)
2025-05-01 01:16:43,276 - MainProcess - INFO - Finished epoch 5 for AVGO (Hyperparameter Set 1, initial training) - Loss: 0.001710
2025-05-01 01:16:43,850 - MainProcess - INFO - Finished epoch 1 for GOOGL (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.487467
2025-05-01 01:16:43,851 - MainProcess - INFO - Starting epoch 2 for GOOGL (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:16:44,653 - MainProcess - INFO - Finished epoch 2 for GOOGL (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.294594
2025-05-01 01:16:44,654 - MainProcess - INFO - Starting epoch 3 for GOOGL (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:16:45,442 - MainProcess - INFO - Finished epoch 3 for GOOGL (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.058296
2025-05-01 01:16:45,442 - MainProcess - INFO - Starting epoch 4 for GOOGL (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:16:46,233 - MainProcess - INFO - Finished epoch 4 for GOOGL (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.004429
2025-05-01 01:16:46,234 - MainProcess - INFO - Starting epoch 5 for GOOGL (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:16:47,046 - MainProcess - INFO - Finished epoch 5 for GOOGL (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.005577
2025-05-01 01:16:51,047 - MainProcess - INFO - Starting epoch 1 for AVGO (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:16:53,325 - MainProcess - INFO - Finished epoch 1 for AVGO (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.022192
2025-05-01 01:16:53,326 - MainProcess - INFO - Starting epoch 2 for AVGO (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:16:53,897 - MainProcess - INFO - Finished epoch 2 for AVGO (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.002571
2025-05-01 01:16:53,897 - MainProcess - INFO - Starting epoch 3 for AVGO (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:16:54,456 - MainProcess - INFO - Finished epoch 3 for AVGO (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.001976
2025-05-01 01:16:54,456 - MainProcess - INFO - Starting epoch 4 for AVGO (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:16:55,007 - MainProcess - INFO - Finished epoch 4 for AVGO (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.000561
2025-05-01 01:16:55,008 - MainProcess - INFO - Starting epoch 5 for AVGO (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:16:55,244 - MainProcess - INFO - Starting epoch 1 for GOOGL (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:16:55,747 - MainProcess - INFO - Finished epoch 5 for AVGO (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.000522
2025-05-01 01:16:57,737 - MainProcess - INFO - Finished epoch 1 for GOOGL (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.074035
2025-05-01 01:16:57,737 - MainProcess - INFO - Starting epoch 2 for GOOGL (Hyperparameter Set 1, walk-forward step 600)
